price,rooms,square_meters,floor,max_floor,street,imageurl,Elevator,parking,saferoom,condition,potential,Balcony,airways,balcony_size
₪5600000,4.0,99,2,,בילטמור ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5600000,4.0,112,1,,אלישיב,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5600000,5.0,102,10,,גינדי ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5600000,4.0,102,3,,זרובבל,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5627000,3.0,80,0,,לואי מרשל,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5700000,3.0,105,2,,רוזנבוים ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5700000,5.0,108,3,,פרישמן ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5800000,4.0,89,2,,דה האז ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪5850000,5.0,117,2,,טשרניחובסקי ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,5.5,119,6,,נמיר ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,4.0,110,5,,אפשטיין  ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,3.5,82,5,,קוסובסקי ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,4.0,115,1,,הס ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,4.5,106,0,,בן גוריון,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,3.0,85,6,,נמיר ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,3.5,104,0,,בלפור ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6000000,3.0,82,2,,הרברט סמואל,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6200000,4.0,108,5,,רמברנדט ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6200000,4.0,107,1,,הנביאים ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6200000,4.0,108,2,,ויסוצקי ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6250000,4.0,104,3,,אלכסנדר,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6300000,4.0,105,4,,זכרון יעקב ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6300000,4.0,91,7,,לואי מרשל ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6400000,5.0,118,5,,בארי ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6400000,4.0,120,5,,משה שרת,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6450000,4.0,102,0,,לואי מרשל ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6500000,3.0,125,6,,הזוהר ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6500000,5.0,144,1,,חובבי ציון ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6500000,4.0,95,0,,גינדי,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6500000,3.0,65,1,,הרברט סמואל,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6500000,2.0,107,3,,חוני המעגל,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6500000,4.0,107,5,,רמברנדט ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6550000,4.0,102,,,גינדי ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6600000,4.0,108,5,,רמברנט,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6600000,5.0,120,2,,שפירא ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6800000,4.0,104,1,,משה שרת ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6800000,4.0,107,5,,בלוך,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6850000,3.5,113,2,,חיסין ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7000000,3.0,115,2,,שדרות רוטשילד ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7000000,5.0,140,3,,שלמה המלך ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪6660000,4.0,103,5,,ארנון ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7190000,5.0,165,7,,עוזיאל ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7190000,4.0,96,0,,יהודה הלוי ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7200000,3.0,94,3,,ויתקין,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7300000,4.0,113,5,,בלוך ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7300000,4.0,115,4,,בן יהודה ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7400000,5.0,125,1,,לואי מרשל ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7500000,5.0,128,2,,הלסינקי,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7500000,4.0,130,2,,השופטים,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7600000,4.5,165,3,,פרישמן,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7850000,4.0,115,2,,בן גוריון,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7900000,5.0,125,4,,חברון ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪7950000,4.0,102,5,,עין חרוד,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪8250000,3.0,90,17,,הרברט סמואל,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪8500000,4.0,150,2,,בלפור ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪8500000,4.0,154,3,,דובנוב ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪8500000,4.0,127,5,,מרים החשמונאית ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪8600000,4.0,148,2,,קלונימוס ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪8800000,6.0,175,3,,גאולה ,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪9600000,5.0,156,1,, ה' באייר,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
₪10000000,5.0,159,4,,סוקולוב,https://www.newhomeco.com/_next/image?url=https%3A%2F%2Fnewhomecoprod.wpenginepowered.com%2Fwp-content%2Fuploads%2FDivision%2FNorCal%2FTrails-at-Valley-Oak%2FModel-Photography%2FPlan-1%2F2342-10_Streetscene_TheTrails-NewHomeCo_EricFiggePhotos.jpg&w=3840&q=75,,,,,,,,
,,,,,,,,,,,,,,
₪4000000,3.0,68,4,4,אלקלעי,,,,,,,,,
₪5500000,3.0,82,2,,נחמני,,יש,יש 2 רגילות,יש,חדישה משופצת,,יש,מערב צפון,14.0
₪7800000,4.0,136,5,7,סמטאות כיכר המדינה,,יש,יש 2 רגילות,יש,חדשה,,יש,מערב צפון ומזרח,14.0
₪3100000,2.0,55,12,,דיזנגוף,,יש,אין,יש,משופצת,,יש,דרום מזרח ומערב,3.0
₪3400000,2.0,69,3,,"רש""י",,אין,אין,אין,שמורה,יש,,,
₪5700000,3.0,100,3,,טשרניחובסקי,,אין,אין,אין,משופצת אדריכלית,יש ,יש,מערב צפון ומזרח,16.0
₪4400000,3.0,95,3,,ויזל,,אין,אין,אין,משופצת,יש,אין,דרום צפון מערב,
,,,,,,,,,,,,,,
₪3200000,2.5,60,0,,ברנשטיין כהן,,אין,משותפת,אין,שמורה,יש,יש,דרום מזרח מערב,54.0
₪3900000,2.0,77,3,4,שלמה המלך,,יש,,אין,,אין,אין,,
₪3190000,2.0,56,25,30,מנחם בגין,,יש,יש רגילה,יש,משופצת,אין,אין,דרום מערב,
₪4900000,3.5,89,3,5,בארי,,יש,משותפת,יש,לשיפוץ,אין,יש,דרום צפון מזרח,
₪5150000,4.0,119,1,4,הבשן,,אין,אין,אין,שמור,יש,יש,צפון מערב,
